Handle,Title,Option1 Name,Option1 Value,Variant Price,Variant Compare At Price
Cuppowood-B18,,Material,Sugar on Ice,174.35,435.88
Cuppowood-B18,,Material,Gris Nube HG 1S,211.44,528.6
Cuppowood-B18,,Material,Olmo HG 1S ,211.44,528.6
Cuppowood-B18,,Material,Como Ash 01 1S,180.67,451.68
Cuppowood-B18,,Material,Como Ash 03 1S,180.67,451.68
Cuppowood-B18,,Material,Ida 01 2S,174.35,435.88
Cuppowood-B18,,Material,Ida 03 2S,174.35,435.88
Cuppowood-B18,,Material,Roble Muratti 01 2S,174.35,435.88
Cuppowood-B18,,Material,Roble Muratti 04 2S,174.35,435.88
Cuppowood-B18,,Material,Gris Nube Zenit 1S,211.44,528.6
Cuppowood-B18,,Material,Factory 01 1S,182.99,457.47
Cuppowood-B18,,Material,Factory 02 1S,182.99,457.47
Cuppowood-B18,,Material,Sand Gladstone Oak,189.36,473.4
Cuppowood-B18,,Material,Grey-Beige Gladstone Oak,189.36,473.4
Cuppowood-B18,,Material,Brown Tossini Elm,189.36,473.4
Cuppowood-B18,,Material,Tobacco Gladstone Oak,189.36,473.4
Cuppowood-B18,,Material,Tobacco Halifax Oak,189.36,473.4
Cuppowood-B18,,Material,Black Halifax Oak,189.36,473.4
Cuppowood-B18,,Material,Natural Halifax Oak,189.36,473.4
Cuppowood-B18,,Material,White Halifax Oak,189.36,473.4
Cuppowood-B21,"Base Cabinet 21""W 34.5""H 24""D (B21)_SingleDoor",Material,Pearl White HG,203.06,507.64
Cuppowood-B21,,Material,Winter Frost SM,203.06,507.64
Cuppowood-B21,,Material,Sun Grey HG,203.06,507.64
Cuppowood-B21,,Material,Sun Grey SM,203.06,507.64
Cuppowood-B21,,Material,Stone Grey HG,203.06,507.64
Cuppowood-B21,,Material,Stone Grey SM,203.06,507.64
Cuppowood-B21,,Material,Eclipse HG,203.06,507.64
Cuppowood-B21,,Material,Eclipse SM,203.06,507.64
Cuppowood-B21,,Material,Royal Blue HG,203.06,507.64
Cuppowood-B21,,Material,Royal Blue SM,203.06,507.64
Cuppowood-B21,,Material,Majestic HG,203.06,507.64
Cuppowood-B21,,Material,Majestic SM,203.06,507.64
Cuppowood-B21,,Material,Brushed Aluminum,182.76,456.91
Cuppowood-B21,,Material,River Rock,182.76,456.91
Cuppowood-B21,,Material,Sheer Beauty,182.76,456.91
Cuppowood-B21,,Material,Fashionista,182.76,456.91
Cuppowood-B21,,Material,The Chameleon,182.76,456.91
Cuppowood-B21,,Material,Weekend Getaway,186.28,465.71
Cuppowood-B21,,Material,Winter Fun,186.28,465.71
Cuppowood-B21,,Material,Casting at First Light,186.28,465.71
Cuppowood-B21,,Material,Sugar on Ice,186.28,465.71
Cuppowood-B21,,Material,Gris Nube HG 1S,228.53,571.32
Cuppowood-B21,,Material,Olmo HG 1S ,228.53,571.32
Cuppowood-B21,,Material,Como Ash 01 1S,193.22,483.04
Cuppowood-B21,,Material,Como Ash 03 1S,193.22,483.04
Cuppowood-B21,,Material,Ida 01 2S,186.28,465.71
Cuppowood-B21,,Material,Ida 03 2S,186.28,465.71
Cuppowood-B21,,Material,Roble Muratti 01 2S,186.28,465.71
Cuppowood-B21,,Material,Roble Muratti 04 2S,186.28,465.71
Cuppowood-B21,,Material,Gris Nube Zenit 1S,228.53,571.32
Cuppowood-B21,,Material,Factory 01 1S,195.84,489.6
Cuppowood-B21,,Material,Factory 02 1S,195.84,489.6
Cuppowood-B21,,Material,Sand Gladstone Oak,203.06,507.64
Cuppowood-B21,,Material,Grey-Beige Gladstone Oak,203.06,507.64
Cuppowood-B21,,Material,Brown Tossini Elm,203.06,507.64
Cuppowood-B21,,Material,Tobacco Gladstone Oak,203.06,507.64
Cuppowood-B21,,Material,Tobacco Halifax Oak,203.06,507.64
Cuppowood-B21,,Material,Black Halifax Oak,203.06,507.64
Cuppowood-B21,,Material,Natural Halifax Oak,203.06,507.64
Cuppowood-B21,,Material,White Halifax Oak,203.06,507.64
Cuppowood-B24,"Base Cabinet 24""W 34.5""H 24""D (B24)_DoubleDoor",Material,Pearl White HG,224.1,560.24
Cuppowood-B24,,Material,Winter Frost SM,224.1,560.24
Cuppowood-B24,,Material,Sun Grey HG,224.1,560.24
Cuppowood-B24,,Material,Sun Grey SM,224.1,560.24
Cuppowood-B24,,Material,Stone Grey HG,224.1,560.24
Cuppowood-B24,,Material,Stone Grey SM,224.1,560.24
Cuppowood-B24,,Material,Eclipse HG,224.1,560.24
Cuppowood-B24,,Material,Eclipse SM,224.1,560.24
Cuppowood-B24,,Material,Royal Blue HG,224.1,560.24
Cuppowood-B24,,Material,Royal Blue SM,224.1,560.24
Cuppowood-B24,,Material,Majestic HG,224.1,560.24
Cuppowood-B24,,Material,Majestic SM,224.1,560.24
Cuppowood-B24,,Material,Brushed Aluminum,198.28,495.69
Cuppowood-B24,,Material,River Rock,198.28,495.69
Cuppowood-B24,,Material,Sheer Beauty,198.28,495.69
Cuppowood-B24,,Material,Fashionista,198.28,495.69
Cuppowood-B24,,Material,The Chameleon,198.28,495.69
Cuppowood-B24,,Material,Weekend Getaway,202.5,506.24
Cuppowood-B24,,Material,Winter Fun,202.5,506.24
Cuppowood-B24,,Material,Casting at First Light,202.5,506.24
Cuppowood-B24,,Material,Sugar on Ice,202.5,506.24
Cuppowood-B24,,Material,Gris Nube HG 1S,254.36,635.89
Cuppowood-B24,,Material,Olmo HG 1S ,254.36,635.89
Cuppowood-B24,,Material,Como Ash 01 1S,212.11,530.27
Cuppowood-B24,,Material,Como Ash 03 1S,212.11,530.27
Cuppowood-B24,,Material,Ida 01 2S,202.5,506.24
Cuppowood-B24,,Material,Ida 03 2S,202.5,506.24
Cuppowood-B24,,Material,Roble Muratti 01 2S,202.5,506.24
Cuppowood-B24,,Material,Roble Muratti 04 2S,202.5,506.24
Cuppowood-B24,,Material,Gris Nube Zenit 1S,254.36,635.89
Cuppowood-B24,,Material,Factory 01 1S,215.3,538.26
Cuppowood-B24,,Material,Factory 02 1S,215.3,538.26
Cuppowood-B24,,Material,Sand Gladstone Oak,224.1,560.24
Cuppowood-B24,,Material,Grey-Beige Gladstone Oak,224.1,560.24
Cuppowood-B24,,Material,Brown Tossini Elm,224.1,560.24
Cuppowood-B24,,Material,Tobacco Gladstone Oak,224.1,560.24
Cuppowood-B24,,Material,Tobacco Halifax Oak,224.1,560.24
Cuppowood-B24,,Material,Black Halifax Oak,224.1,560.24
Cuppowood-B24,,Material,Natural Halifax Oak,224.1,560.24
Cuppowood-B24,,Material,White Halifax Oak,224.1,560.24
Cuppowood-B27,"Base Cabinet 27""W 34.5""H 24""D (B27)_DoubleDoor",Material,Pearl White HG,252.82,632.05
Cuppowood-B27,,Material,Winter Frost SM,252.82,632.05
Cuppowood-B27,,Material,Sun Grey HG,252.82,632.05
Cuppowood-B27,,Material,Sun Grey SM,252.82,632.05
Cuppowood-B27,,Material,Stone Grey HG,252.82,632.05
Cuppowood-B27,,Material,Stone Grey SM,252.82,632.05
Cuppowood-B27,,Material,Eclipse HG,252.82,632.05
Cuppowood-B27,,Material,Eclipse SM,252.82,632.05
Cuppowood-B27,,Material,Royal Blue HG,252.82,632.05
Cuppowood-B27,,Material,Royal Blue SM,252.82,632.05
Cuppowood-B27,,Material,Majestic HG,252.82,632.05
Cuppowood-B27,,Material,Majestic SM,252.82,632.05
Cuppowood-B27,,Material,Brushed Aluminum,224.41,561.02
Cuppowood-B27,,Material,River Rock,224.41,561.02
Cuppowood-B27,,Material,Sheer Beauty,224.41,561.02
Cuppowood-B27,,Material,Fashionista,224.41,561.02
Cuppowood-B27,,Material,The Chameleon,224.41,561.02
Cuppowood-B27,,Material,Weekend Getaway,229.16,572.89
Cuppowood-B27,,Material,Winter Fun,229.16,572.89
Cuppowood-B27,,Material,Casting at First Light,229.16,572.89
Cuppowood-B27,,Material,Sugar on Ice,229.16,572.89
Cuppowood-B27,,Material,Gris Nube HG 1S,286.37,715.93
Cuppowood-B27,,Material,Olmo HG 1S ,286.37,715.93
Cuppowood-B27,,Material,Como Ash 01 1S,239.42,598.54
Cuppowood-B27,,Material,Como Ash 03 1S,239.42,598.54
Cuppowood-B27,,Material,Ida 01 2S,229.16,572.89
Cuppowood-B27,,Material,Ida 03 2S,229.16,572.89
Cuppowood-B27,,Material,Roble Muratti 01 2S,229.16,572.89
Cuppowood-B27,,Material,Roble Muratti 04 2S,229.16,572.89
Cuppowood-B27,,Material,Gris Nube Zenit 1S,286.37,715.93
Cuppowood-B27,,Material,Factory 01 1S,242.99,607.48
Cuppowood-B27,,Material,Factory 02 1S,242.99,607.48
Cuppowood-B27,,Material,Sand Gladstone Oak,252.82,632.05
Cuppowood-B27,,Material,Grey-Beige Gladstone Oak,252.82,632.05
Cuppowood-B27,,Material,Brown Tossini Elm,252.82,632.05
Cuppowood-B27,,Material,Tobacco Gladstone Oak,252.82,632.05
Cuppowood-B27,,Material,Tobacco Halifax Oak,252.82,632.05
Cuppowood-B27,,Material,Black Halifax Oak,252.82,632.05
Cuppowood-B27,,Material,Natural Halifax Oak,252.82,632.05
Cuppowood-B27,,Material,White Halifax Oak,252.82,632.05
Cuppowood-B30,"Base Cabinet 30""W 34.5""H 24""D (B30)_DoubleDoor",Material,Pearl White HG,259.3,648.26
Cuppowood-B30,,Material,Winter Frost SM,259.3,648.26
Cuppowood-B30,,Material,Sun Grey HG,259.3,648.26
Cuppowood-B30,,Material,Sun Grey SM,259.3,648.26
Cuppowood-B30,,Material,Stone Grey HG,259.3,648.26
Cuppowood-B30,,Material,Stone Grey SM,259.3,648.26
Cuppowood-B30,,Material,Eclipse HG,259.3,648.26
Cuppowood-B30,,Material,Eclipse SM,259.3,648.26
Cuppowood-B30,,Material,Royal Blue HG,259.3,648.26
Cuppowood-B30,,Material,Royal Blue SM,259.3,648.26
Cuppowood-B30,,Material,Majestic HG,259.3,648.26
Cuppowood-B30,,Material,Majestic SM,259.3,648.26
Cuppowood-B30,,Material,Brushed Aluminum,229.22,573.05
Cuppowood-B30,,Material,River Rock,229.22,573.05
Cuppowood-B30,,Material,Sheer Beauty,229.22,573.05
Cuppowood-B30,,Material,Fashionista,229.22,573.05
Cuppowood-B30,,Material,The Chameleon,229.22,573.05
Cuppowood-B30,,Material,Weekend Getaway,234.26,585.64
Cuppowood-B30,,Material,Winter Fun,234.26,585.64
Cuppowood-B30,,Material,Casting at First Light,234.26,585.64
Cuppowood-B30,,Material,Sugar on Ice,234.26,585.64
Cuppowood-B30,,Material,Gris Nube HG 1S,295.94,739.86
Cuppowood-B30,,Material,Olmo HG 1S ,295.94,739.86
Cuppowood-B30,,Material,Como Ash 01 1S,245.09,612.72
Cuppowood-B30,,Material,Como Ash 03 1S,245.09,612.72
Cuppowood-B30,,Material,Ida 01 2S,234.26,585.64
Cuppowood-B30,,Material,Ida 03 2S,234.26,585.64
Cuppowood-B30,,Material,Roble Muratti 01 2S,234.26,585.64
Cuppowood-B30,,Material,Roble Muratti 04 2S,234.26,585.64
Cuppowood-B30,,Material,Gris Nube Zenit 1S,295.94,739.86
Cuppowood-B30,,Material,Factory 01 1S,248.88,622.2
Cuppowood-B30,,Material,Factory 02 1S,248.88,622.2
Cuppowood-B30,,Material,Sand Gladstone Oak,259.3,648.26
Cuppowood-B30,,Material,Grey-Beige Gladstone Oak,259.3,648.26
Cuppowood-B30,,Material,Brown Tossini Elm,259.3,648.26
Cuppowood-B30,,Material,Tobacco Gladstone Oak,259.3,648.26
Cuppowood-B30,,Material,Tobacco Halifax Oak,259.3,648.26
Cuppowood-B30,,Material,Black Halifax Oak,259.3,648.26
Cuppowood-B30,,Material,Natural Halifax Oak,259.3,648.26
Cuppowood-B30,,Material,White Halifax Oak,259.3,648.26
Cuppowood-B33,"Base Cabinet 33""W 34.5""H 24""D (B33)_DoubleDoor",Material,Pearl White HG,267.15,667.87
Cuppowood-B33,,Material,Winter Frost SM,267.15,667.87
Cuppowood-B33,,Material,Sun Grey HG,267.15,667.87
Cuppowood-B33,,Material,Sun Grey SM,267.15,667.87
Cuppowood-B33,,Material,Stone Grey HG,267.15,667.87
Cuppowood-B33,,Material,Stone Grey SM,267.15,667.87
Cuppowood-B33,,Material,Eclipse HG,267.15,667.87
Cuppowood-B33,,Material,Eclipse SM,267.15,667.87
Cuppowood-B33,,Material,Royal Blue HG,267.15,667.87
Cuppowood-B33,,Material,Royal Blue SM,267.15,667.87
Cuppowood-B33,,Material,Majestic HG,267.15,667.87
Cuppowood-B33,,Material,Majestic SM,267.15,667.87
Cuppowood-B33,,Material,Brushed Aluminum,235.39,588.48
Cuppowood-B33,,Material,River Rock,235.39,588.48
Cuppowood-B33,,Material,Sheer Beauty,235.39,588.48
Cuppowood-B33,,Material,Fashionista,235.39,588.48
Cuppowood-B33,,Material,The Chameleon,235.39,588.48
Cuppowood-B33,,Material,Weekend Getaway,240.72,601.8
Cuppowood-B33,,Material,Winter Fun,240.72,601.8
Cuppowood-B33,,Material,Casting at First Light,240.72,601.8
Cuppowood-B33,,Material,Sugar on Ice,240.72,601.8
Cuppowood-B33,,Material,Gris Nube HG 1S,306.87,767.18
Cuppowood-B33,,Material,Olmo HG 1S ,306.87,767.18
Cuppowood-B33,,Material,Como Ash 01 1S,252.12,630.29
Cuppowood-B33,,Material,Como Ash 03 1S,252.12,630.29
Cuppowood-B33,,Material,Ida 01 2S,240.72,601.8
Cuppowood-B33,,Material,Ida 03 2S,240.72,601.8
Cuppowood-B33,,Material,Roble Muratti 01 2S,240.72,601.8
Cuppowood-B33,,Material,Roble Muratti 04 2S,240.72,601.8
Cuppowood-B33,,Material,Gris Nube Zenit 1S,306.87,767.18
Cuppowood-B33,,Material,Factory 01 1S,256.12,640.31
Cuppowood-B33,,Material,Factory 02 1S,256.12,640.31
Cuppowood-B33,,Material,Sand Gladstone Oak,267.15,667.87
Cuppowood-B33,,Material,Grey-Beige Gladstone Oak,267.15,667.87
Cuppowood-B33,,Material,Brown Tossini Elm,267.15,667.87
Cuppowood-B33,,Material,Tobacco Gladstone Oak,267.15,667.87
Cuppowood-B33,,Material,Tobacco Halifax Oak,267.15,667.87
Cuppowood-B33,,Material,Black Halifax Oak,267.15,667.87
Cuppowood-B33,,Material,Natural Halifax Oak,267.15,667.87
Cuppowood-B33,,Material,White Halifax Oak,267.15,667.87
Cuppowood-B36,"Base Cabinet 36""W 34.5""H 24""D (B36)_DoubleDoor",Material,Pearl White HG,274.99,687.48
Cuppowood-B36,,Material,Winter Frost SM,274.99,687.48
Cuppowood-B36,,Material,Sun Grey HG,274.99,687.48
Cuppowood-B36,,Material,Sun Grey SM,274.99,687.48
Cuppowood-B36,,Material,Stone Grey HG,274.99,687.48
Cuppowood-B36,,Material,Stone Grey SM,274.99,687.48
Cuppowood-B36,,Material,Eclipse HG,274.99,687.48
Cuppowood-B36,,Material,Eclipse SM,274.99,687.48
Cuppowood-B36,,Material,Royal Blue HG,274.99,687.48
Cuppowood-B36,,Material,Royal Blue SM,274.99,687.48
Cuppowood-B36,,Material,Majestic HG,274.99,687.48
Cuppowood-B36,,Material,Majestic SM,274.99,687.48
Cuppowood-B36,,Material,Brushed Aluminum,241.56,603.9
Cuppowood-B36,,Material,River Rock,241.56,603.9
Cuppowood-B36,,Material,Sheer Beauty,241.56,603.9
Cuppowood-B36,,Material,Fashionista,241.56,603.9
Cuppowood-B36,,Material,The Chameleon,241.56,603.9
Cuppowood-B36,,Material,Weekend Getaway,247.18,617.95
Cuppowood-B36,,Material,Winter Fun,247.18,617.95
Cuppowood-B36,,Material,Casting at First Light,247.18,617.95
Cuppowood-B36,,Material,Sugar on Ice,247.18,617.95
Cuppowood-B36,,Material,Gris Nube HG 1S,317.79,794.48
Cuppowood-B36,,Material,Olmo HG 1S ,317.79,794.48
Cuppowood-B36,,Material,Como Ash 01 1S,259.15,647.87
Cuppowood-B36,,Material,Como Ash 03 1S,259.15,647.87
Cuppowood-B36,,Material,Ida 01 2S,247.18,617.95
Cuppowood-B36,,Material,Ida 03 2S,247.18,617.95
Cuppowood-B36,,Material,Roble Muratti 01 2S,247.18,617.95
Cuppowood-B36,,Material,Roble Muratti 04 2S,247.18,617.95
Cuppowood-B36,,Material,Gris Nube Zenit 1S,317.79,794.48
Cuppowood-B36,,Material,Factory 01 1S,263.37,658.43
Cuppowood-B36,,Material,Factory 02 1S,263.37,658.43
Cuppowood-B36,,Material,Sand Gladstone Oak,274.99,687.48
Cuppowood-B36,,Material,Grey-Beige Gladstone Oak,274.99,687.48
Cuppowood-B36,,Material,Brown Tossini Elm,274.99,687.48
Cuppowood-B36,,Material,Tobacco Gladstone Oak,274.99,687.48
Cuppowood-B36,,Material,Tobacco Halifax Oak,274.99,687.48
Cuppowood-B36,,Material,Black Halifax Oak,274.99,687.48
Cuppowood-B36,,Material,Natural Halifax Oak,274.99,687.48
Cuppowood-B36,,Material,White Halifax Oak,274.99,687.48
Cuppowood-B39,"Base Cabinet 39""W 34.5""H 24""D (B39)_DoubleDoor",Material,Pearl White HG,366.05,915.13
Cuppowood-B39,,Material,Winter Frost SM,366.05,915.13
Cuppowood-B39,,Material,Sun Grey HG,366.05,915.13
Cuppowood-B39,,Material,Sun Grey SM,366.05,915.13
Cuppowood-B39,,Material,Stone Grey HG,366.05,915.13
Cuppowood-B39,,Material,Stone Grey SM,366.05,915.13
Cuppowood-B39,,Material,Eclipse HG,366.05,915.13
Cuppowood-B39,,Material,Eclipse SM,366.05,915.13
Cuppowood-B39,,Material,Royal Blue HG,366.05,915.13
Cuppowood-B39,,Material,Royal Blue SM,366.05,915.13
Cuppowood-B39,,Material,Majestic HG,366.05,915.13
Cuppowood-B39,,Material,Majestic SM,366.05,915.13
Cuppowood-B39,,Material,Brushed Aluminum,327.12,817.81
Cuppowood-B39,,Material,River Rock,327.12,817.81
Cuppowood-B39,,Material,Sheer Beauty,327.12,817.81
Cuppowood-B39,,Material,Fashionista,327.12,817.81
Cuppowood-B39,,Material,The Chameleon,327.12,817.81
Cuppowood-B39,,Material,Weekend Getaway,333.88,834.69
Cuppowood-B39,,Material,Winter Fun,333.88,834.69
Cuppowood-B39,,Material,Casting at First Light,333.88,834.69
Cuppowood-B39,,Material,Sugar on Ice,333.88,834.69
Cuppowood-B39,,Material,Gris Nube HG 1S,413.89,1034.72
Cuppowood-B39,,Material,Olmo HG 1S ,413.89,1034.72
Cuppowood-B39,,Material,Como Ash 01 1S,347.18,867.94
Cuppowood-B39,,Material,Como Ash 03 1S,347.18,867.94
Cuppowood-B39,,Material,Ida 01 2S,333.88,834.69
Cuppowood-B39,,Material,Ida 03 2S,333.88,834.69
Cuppowood-B39,,Material,Roble Muratti 01 2S,333.88,834.69
Cuppowood-B39,,Material,Roble Muratti 04 2S,333.88,834.69
Cuppowood-B39,,Material,Gris Nube Zenit 1S,413.89,1034.72
Cuppowood-B39,,Material,Factory 01 1S,352.21,880.52
Cuppowood-B39,,Material,Factory 02 1S,352.21,880.52
Cuppowood-B39,,Material,Sand Gladstone Oak,366.05,915.13
Cuppowood-B39,,Material,Grey-Beige Gladstone Oak,366.05,915.13
Cuppowood-B39,,Material,Brown Tossini Elm,366.05,915.13
Cuppowood-B39,,Material,Tobacco Gladstone Oak,366.05,915.13
Cuppowood-B39,,Material,Tobacco Halifax Oak,366.05,915.13
Cuppowood-B39,,Material,Black Halifax Oak,366.05,915.13
Cuppowood-B39,,Material,Natural Halifax Oak,366.05,915.13
Cuppowood-B39,,Material,White Halifax Oak,366.05,915.13
Cuppowood-B42,"Base Cabinet 42""W 34.5""H 24""D (B42)_DoubleDoor",Material,Pearl White HG,374.08,935.19
Cuppowood-B42,,Material,Winter Frost SM,374.08,935.19
Cuppowood-B42,,Material,Sun Grey HG,374.08,935.19
Cuppowood-B42,,Material,Sun Grey SM,374.08,935.19
Cuppowood-B42,,Material,Stone Grey HG,374.08,935.19
Cuppowood-B42,,Material,Stone Grey SM,374.08,935.19
Cuppowood-B42,,Material,Eclipse HG,374.08,935.19
Cuppowood-B42,,Material,Eclipse SM,374.08,935.19
Cuppowood-B42,,Material,Royal Blue HG,374.08,935.19
Cuppowood-B42,,Material,Royal Blue SM,374.08,935.19
Cuppowood-B42,,Material,Majestic HG,374.08,935.19
Cuppowood-B42,,Material,Majestic SM,374.08,935.19
Cuppowood-B42,,Material,Brushed Aluminum,333.47,833.68
Cuppowood-B42,,Material,River Rock,333.47,833.68
Cuppowood-B42,,Material,Sheer Beauty,333.47,833.68
Cuppowood-B42,,Material,Fashionista,333.47,833.68
Cuppowood-B42,,Material,The Chameleon,333.47,833.68
Cuppowood-B42,,Material,Weekend Getaway,340.52,851.29
Cuppowood-B42,,Material,Winter Fun,340.52,851.29
Cuppowood-B42,,Material,Casting at First Light,340.52,851.29
Cuppowood-B42,,Material,Sugar on Ice,340.52,851.29
Cuppowood-B42,,Material,Gris Nube HG 1S,425,1062.5
Cuppowood-B42,,Material,Olmo HG 1S ,425,1062.5
Cuppowood-B42,,Material,Como Ash 01 1S,354.39,885.97
Cuppowood-B42,,Material,Como Ash 03 1S,354.39,885.97
Cuppowood-B42,,Material,Ida 01 2S,340.52,851.29
Cuppowood-B42,,Material,Ida 03 2S,340.52,851.29
Cuppowood-B42,,Material,Roble Muratti 01 2S,340.52,851.29
Cuppowood-B42,,Material,Roble Muratti 04 2S,340.52,851.29
Cuppowood-B42,,Material,Gris Nube Zenit 1S,425,1062.5
Cuppowood-B42,,Material,Factory 01 1S,359.64,899.1
Cuppowood-B42,,Material,Factory 02 1S,359.64,899.1
Cuppowood-B42,,Material,Sand Gladstone Oak,374.08,935.19
Cuppowood-B42,,Material,Grey-Beige Gladstone Oak,374.08,935.19
Cuppowood-B42,,Material,Brown Tossini Elm,374.08,935.19
Cuppowood-B42,,Material,Tobacco Gladstone Oak,374.08,935.19
Cuppowood-B42,,Material,Tobacco Halifax Oak,374.08,935.19
Cuppowood-B42,,Material,Black Halifax Oak,374.08,935.19
Cuppowood-B42,,Material,Natural Halifax Oak,374.08,935.19
Cuppowood-B42,,Material,White Halifax Oak,374.08,935.19
Cuppowood-B12_BOT 1 RO,"Base Cabinet (1RO) 12""W 34.5""H 24""D (B12_BOT 1 RO)_SingleDoor",Material,Pearl White HG,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Winter Frost SM,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Sun Grey HG,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Sun Grey SM,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Stone Grey HG,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Stone Grey SM,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Eclipse HG,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Eclipse SM,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Royal Blue HG,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Royal Blue SM,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Majestic HG,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Majestic SM,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Brushed Aluminum,164.73,411.83
Cuppowood-B12_BOT 1 RO,,Material,River Rock,164.73,411.83
Cuppowood-B12_BOT 1 RO,,Material,Sheer Beauty,164.73,411.83
Cuppowood-B12_BOT 1 RO,,Material,Fashionista,164.73,411.83
Cuppowood-B12_BOT 1 RO,,Material,The Chameleon,164.73,411.83
Cuppowood-B12_BOT 1 RO,,Material,Weekend Getaway,167.12,417.81
Cuppowood-B12_BOT 1 RO,,Material,Winter Fun,167.12,417.81
Cuppowood-B12_BOT 1 RO,,Material,Casting at First Light,167.12,417.81
Cuppowood-B12_BOT 1 RO,,Material,Sugar on Ice,167.12,417.81
Cuppowood-B12_BOT 1 RO,,Material,Gris Nube HG 1S,194.84,487.09
Cuppowood-B12_BOT 1 RO,,Material,Olmo HG 1S ,194.84,487.09
Cuppowood-B12_BOT 1 RO,,Material,Como Ash 01 1S,172.27,430.67
Cuppowood-B12_BOT 1 RO,,Material,Como Ash 03 1S,172.27,430.67
Cuppowood-B12_BOT 1 RO,,Material,Ida 01 2S,167.12,417.81
Cuppowood-B12_BOT 1 RO,,Material,Ida 03 2S,167.12,417.81
Cuppowood-B12_BOT 1 RO,,Material,Roble Muratti 01 2S,167.12,417.81
Cuppowood-B12_BOT 1 RO,,Material,Roble Muratti 04 2S,167.12,417.81
Cuppowood-B12_BOT 1 RO,,Material,Gris Nube Zenit 1S,194.84,487.09
Cuppowood-B12_BOT 1 RO,,Material,Factory 01 1S,174.07,435.17
Cuppowood-B12_BOT 1 RO,,Material,Factory 02 1S,174.07,435.17
Cuppowood-B12_BOT 1 RO,,Material,Sand Gladstone Oak,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Grey-Beige Gladstone Oak,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Brown Tossini Elm,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Tobacco Gladstone Oak,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Tobacco Halifax Oak,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Black Halifax Oak,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,Natural Halifax Oak,179.02,447.55
Cuppowood-B12_BOT 1 RO,,Material,White Halifax Oak,179.02,447.55
Cuppowood-B15_BOT 1 RO,"Base Cabinet (1RO) 15""W 34.5""H 24""D (B15_BOT 1 RO)_SingleDoor",Material,Pearl White HG,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Winter Frost SM,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Sun Grey HG,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Sun Grey SM,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Stone Grey HG,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Stone Grey SM,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Eclipse HG,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Eclipse SM,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Royal Blue HG,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Royal Blue SM,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Majestic HG,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Majestic SM,200.87,502.17
Cuppowood-B15_BOT 1 RO,,Material,Brushed Aluminum,184.44,461.11
Cuppowood-B15_BOT 1 RO,,Material,River Rock,184.44,461.11
Cuppowood-B15_BOT 1 RO,,Material,Sheer Beauty,184.44,461.11
Cuppowood-B15_BOT 1 RO,,Material,Fashionista,184.44,461.11
Cuppowood-B15_BOT 1 RO,,Material,The Chameleon,184.44,461.11
Cuppowood-B15_BOT 1 RO,,Material,Weekend Getaway,187.25,468.12
Cuppowood-B15_BOT 1 RO,,Material,Winter Fun,187.25,468.12
Cuppowood-B15_BOT 1 RO,,Material,Casting at First Light,187.25,468.12
Cuppowood-B15_BOT 1 RO,,Material,Sugar on Ice,187.25,468.12
Cuppowood-B15_BOT 1 RO,,Material,Gris Nube HG 1S,219.87,549.67
Cuppowood-B15_BOT 1 RO,,Material,Olmo HG 1S ,219.87,549.67
Cuppowood-B15_BOT 1 RO,,Material,Como Ash 01 1S,193,482.51
Cuppowood-B15_BOT 1 RO,,Material,Como Ash 03 1S,193,482.51
Cuppowood-B15_BOT 1 RO,,Material,Ida 01 2S,187.25,468.12
Cuppowood-B15_BOT 1 RO,,Material,Ida 03 2S,187.25,468.12
Cuppowood-B15_BOT 1 RO,,Material,Roble Muratti 01 2S,187.25,468.12
Cuppowood-B15_BOT 1 RO,,Material,Roble Muratti 04 2S,187.25,468.12
